Id,Type
10171,Cancer
10172,Cancer
10173,Cancer
10174,Cancer
10175,Cancer
10176,Immune
10177,Cancer
10178,Immune
10179,Cancer
10180,Immune
10181,Immune
10182,Cancer
10183,Cancer
10184,Cancer
10185,Cancer
10186,Immune
10187,Cancer
10188,Cancer
10189,Immune
10190,Immune
10191,Immune
10192,Cancer
10193,Immune
10194,Immune
10195,Cancer
10196,Cancer
10197,Cancer
10198,Cancer
10199,Cancer
10200,Cancer
10201,Cancer
10202,Cancer
10203,Immune
10204,Immune
10205,Cancer
10206,Immune
10207,Immune
10208,Cancer
10209,Immune
10210,Immune
10211,Cancer
10212,Cancer
10213,Cancer
10214,Cancer
10215,Cancer
10216,Connective
10217,Immune
10218,Cancer
10219,Connective
10220,Cancer
10221,Cancer
10222,Immune
10223,Cancer
10224,Cancer
10225,Connective
10226,Cancer
10227,Cancer
10228,Cancer
10229,Immune
10230,Cancer
10231,Cancer
10232,Cancer
10233,Cancer
10234,Cancer
10235,Cancer
10236,Cancer
10237,Cancer
10238,Cancer
10239,Cancer
10240,Cancer
10241,Cancer
10242,Cancer
10243,Immune
10244,Immune
10245,Cancer
10246,Cancer
10247,Cancer
10248,Cancer
10249,Cancer
10250,Cancer
10251,Cancer
10252,Cancer
10253,Cancer
10254,Cancer
10255,Cancer
10256,Cancer
10257,Cancer
10258,Cancer
10259,Cancer
10260,Cancer
10261,Cancer
10262,Cancer
10263,Cancer
10264,Cancer
10265,Cancer
10266,Cancer
10267,Cancer
10268,Cancer
10269,Cancer
10270,Cancer
10271,Cancer
10272,Cancer
10273,Cancer
10274,Immune
10275,Cancer
10276,Cancer
10277,Cancer
10278,Cancer
10279,Cancer
10280,Immune
10281,Cancer
10282,Cancer
10283,Cancer
10284,Connective
10285,Cancer
10286,Cancer
10287,Cancer
10288,Cancer
10289,Cancer
10290,Cancer
10291,Immune
10292,Cancer
10293,Cancer
10294,Cancer
10295,Cancer
10296,Connective
10297,Connective
10298,Cancer
10299,Cancer
10300,Cancer
10301,Cancer
10302,Cancer
10303,Immune
10304,Connective
10305,Immune
10306,Immune
10307,Cancer
10308,Connective
10309,Cancer
10310,Cancer
10311,Cancer
10312,Immune
10313,Connective
10314,Connective
10315,Immune
10316,Immune
10317,Immune
10318,Cancer
10319,Cancer
10320,Cancer
10321,Connective
10322,Cancer
10323,Cancer
10324,Cancer
10325,Cancer
10326,Cancer
10327,Cancer
10328,Cancer
10329,Cancer
10330,Cancer
10331,Cancer
10332,Cancer
10333,Cancer
10334,Cancer
10335,Cancer
10336,Cancer
10337,Cancer
10338,Cancer
10339,Cancer
10340,Cancer
10341,Cancer
10342,Immune
10343,Immune
10344,Cancer
10345,Cancer
10346,Cancer
10347,Cancer
10348,Cancer
10349,Cancer
10350,Cancer
10351,Cancer
10352,Cancer
10353,Cancer
10354,Connective
10355,Cancer
10356,Cancer
10357,Cancer
10358,Cancer
10359,Connective
10360,Immune
10361,Cancer
10362,Cancer
10363,Immune
10364,Cancer
10365,Cancer
10366,Cancer
10367,Cancer
10368,Immune
10369,Cancer
10370,Cancer
10371,Cancer
10372,Cancer
10373,Cancer
10374,Cancer
10375,Cancer
10376,Cancer
10377,Cancer
10378,Cancer
10379,Cancer
10380,Cancer
10381,Cancer
10382,Cancer
10383,Cancer
10384,Cancer
10385,Cancer
10386,Cancer
10387,Cancer
10388,Cancer
10389,Cancer
10390,Cancer
10391,Cancer
10392,Cancer
10393,Cancer
10394,Cancer
10395,Cancer
10396,Cancer
10397,Cancer
10398,Cancer
10399,Cancer
10400,Cancer
